,geneName,ensId,keggId,keggBriteId,Functional Annotation Group,Functional Annotation Subgroup,Functional Annotation,TCGA-3C-AAAU-01_BRCA,order
4167,ANO4,ENSG00000151572.16,hsa:121601,4040,Genes and Proteins,Protein families: signaling and cellular processes,Ion channels,-2.2447,-3.385724033634925
4168,SLC5A8,ENSG00000256870.2,hsa:160728,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-5.0116,-4.291048232528024
4169,SLC5A8,ENSG00000256870.2,hsa:160728,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,-5.0116,-4.291048232528024
4170,MYBPC1,ENSG00000196091.12,hsa:4604,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-5.5735,-0.27397079260769536
4171,MYBPC1,ENSG00000196091.12,hsa:4604,4812,Genes and Proteins,Protein families: signaling and cellular processes,Cytoskeleton proteins,-5.5735,-0.27397079260769536
4172,CHPT1,ENSG00000111666.10,hsa:56994,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.7389,5.742738559858956
4173,CHPT1,ENSG00000111666.10,hsa:56994,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.7389,5.742738559858956
4174,SYCP3,ENSG00000139351.14,hsa:50511,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-3.6259,-2.613006166848788
4175,SYCP3,ENSG00000139351.14,hsa:50511,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,-3.6259,-2.613006166848788
4176,SYCP3,ENSG00000139351.14,hsa:50511,3400,Genes and Proteins,Protein families: genetic information processing,DNA repair and recombination proteins,-3.6259,-2.613006166848788
4177,DRAM1,ENSG00000136048.13,hsa:55332,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.1507,3.617276881727813
4178,DRAM1,ENSG00000136048.13,hsa:55332,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,3.1507,3.617276881727813
4179,PMCH,ENSG00000183395.4,hsa:5367,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-4.6082,-3.255963610368886
4180,IGF1,ENSG00000017427.15,hsa:3479,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.8327,1.924044129948836
4181,IGF1,ENSG00000017427.15,hsa:3479,4052,Genes and Proteins,Protein families: signaling and cellular processes,Cytokines and growth factors,0.8327,1.924044129948836
4182,PAH,ENSG00000171759.8,hsa:5053,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.8078,-2.356645558093721
4183,PAH,ENSG00000171759.8,hsa:5053,1000,Genes and Proteins,Protein families: metabolism,Enzymes,1.8078,-2.356645558093721
4184,ASCL1,ENSG00000139352.3,hsa:429,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.8726,-4.898739147952955
4185,ASCL1,ENSG00000139352.3,hsa:429,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,0.8726,-4.898739147952955
4186,STAB2,ENSG00000136011.14,hsa:55576,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-0.7834,-3.458235241226203
4187,STAB2,ENSG00000136011.14,hsa:55576,0536,Genes and Proteins,Protein families: signaling and cellular processes,Glycosaminoglycan binding proteins,-0.7834,-3.458235241226203
4188,TXNRD1,ENSG00000198431.15,hsa:7296,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.6462,4.890066792300488
4189,TXNRD1,ENSG00000198431.15,hsa:7296,1000,Genes and Proteins,Protein families: metabolism,Enzymes,4.6462,4.890066792300488
4190,EID3,ENSG00000255150.1,hsa:493861,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.3685,0.20851772669453644
4191,EID3,ENSG00000255150.1,hsa:493861,3400,Genes and Proteins,Protein families: genetic information processing,DNA repair and recombination proteins,0.3685,0.20851772669453644
4192,CHST11,ENSG00000171310.10,hsa:50515,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.7575,2.4776816742907672
4193,CHST11,ENSG00000171310.10,hsa:50515,1000,Genes and Proteins,Protein families: metabolism,Enzymes,1.7575,2.4776816742907672
4194,CHST11,ENSG00000171310.10,hsa:50515,1003,Genes and Proteins,Protein families: metabolism,Glycosyltransferases,1.7575,2.4776816742907672
4195,SLC41A2,ENSG00000136052.9,hsa:84102,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.9268,2.5778592392932524
4196,SLC41A2,ENSG00000136052.9,hsa:84102,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,0.9268,2.5778592392932524
4197,ALDH1L2,ENSG00000136010.13,hsa:160428,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.537,1.2932152687519027
4198,ALDH1L2,ENSG00000136010.13,hsa:160428,1000,Genes and Proteins,Protein families: metabolism,Enzymes,0.537,1.2932152687519027
4199,APPL2,ENSG00000136044.11,hsa:55198,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.347,4.637175895321026
4200,APPL2,ENSG00000136044.11,hsa:55198,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,4.347,4.637175895321026
4201,NUAK1,ENSG00000074590.13,hsa:9891,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.7912,2.225346714331762
4202,NUAK1,ENSG00000074590.13,hsa:9891,1000,Genes and Proteins,Protein families: metabolism,Enzymes,1.7912,2.225346714331762
4203,NUAK1,ENSG00000074590.13,hsa:9891,1001,Genes and Proteins,Protein families: metabolism,Protein kinases,1.7912,2.225346714331762
4204,CKAP4,ENSG00000136026.13,hsa:10970,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.1631,5.804022392229343
4205,RFX4,ENSG00000111783.12,hsa:5992,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-6.5064,-7.328917018420877
4206,RFX4,ENSG00000111783.12,hsa:5992,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,-6.5064,-7.328917018420877
4207,MTERF2,ENSG00000120832.9,hsa:80298,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.9887,3.7274321694654957
4208,MTERF2,ENSG00000120832.9,hsa:80298,3029,Genes and Proteins,Protein families: genetic information processing,Mitochondrial biogenesis,4.9887,3.7274321694654957
4209,MTERF2,ENSG00000120832.9,hsa:80298,3012,Genes and Proteins,Protein families: genetic information processing,Translation factors,4.9887,3.7274321694654957
4210,BTBD11,ENSG00000151136.14,hsa:121551,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-2.9324,0.15956275820269394
4211,BTBD11,ENSG00000151136.14,hsa:121551,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,-2.9324,0.15956275820269394
4212,ASCL4,ENSG00000187855.5,hsa:121549,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-5.5735,-5.8663339055094275
4213,ASCL4,ENSG00000187855.5,hsa:121549,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,-5.5735,-5.8663339055094275
4214,CMKLR1,ENSG00000174600.13,hsa:1240,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.4388,1.9398325761562856
4215,CMKLR1,ENSG00000174600.13,hsa:1240,4030,Genes and Proteins,Protein families: signaling and cellular processes,G protein-coupled receptors,1.4388,1.9398325761562856
4216,SELPLG,ENSG00000110876.9,hsa:6404,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.3321,3.709541928974984
4217,SELPLG,ENSG00000110876.9,hsa:6404,4090,Genes and Proteins,Protein families: signaling and cellular processes,CD molecules,3.3321,3.709541928974984
4218,CORO1C,ENSG00000110880.10,hsa:23603,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.848,5.108173846641878
4219,CORO1C,ENSG00000110880.10,hsa:23603,4812,Genes and Proteins,Protein families: signaling and cellular processes,Cytoskeleton proteins,4.848,5.108173846641878
4220,SSH1,ENSG00000084112.14,hsa:54434,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.9032,2.639714883751603
4221,SSH1,ENSG00000084112.14,hsa:54434,1000,Genes and Proteins,Protein families: metabolism,Enzymes,2.9032,2.639714883751603
4222,SSH1,ENSG00000084112.14,hsa:54434,1009,Genes and Proteins,Protein families: metabolism,Protein phosphatases and associated proteins,2.9032,2.639714883751603
4223,DAO,ENSG00000110887.7,hsa:1610,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-6.5064,-7.324481406369101
4224,DAO,ENSG00000110887.7,hsa:1610,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-6.5064,-7.324481406369101
4225,ACACB,ENSG00000076555.15,hsa:32,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.6278,2.299308182154488
4226,ACACB,ENSG00000076555.15,hsa:32,1000,Genes and Proteins,Protein families: metabolism,Enzymes,2.6278,2.299308182154488
4227,FOXN4,ENSG00000139445.17,hsa:121643,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-5.5735,-5.773258857319454
4228,FOXN4,ENSG00000139445.17,hsa:121643,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,-5.5735,-5.773258857319454
4229,MYO1H,ENSG00000174527.9,hsa:283446,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-5.5735,-3.166337061970299
4230,MYO1H,ENSG00000174527.9,hsa:283446,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,-5.5735,-3.166337061970299
4231,MYO1H,ENSG00000174527.9,hsa:283446,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,-5.5735,-3.166337061970299
4232,MYO1H,ENSG00000174527.9,hsa:283446,1009,Genes and Proteins,Protein families: metabolism,Protein phosphatases and associated proteins,-5.5735,-3.166337061970299
4233,MYO1H,ENSG00000174527.9,hsa:283446,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,-5.5735,-3.166337061970299
4234,MYO1H,ENSG00000174527.9,hsa:283446,4812,Genes and Proteins,Protein families: signaling and cellular processes,Cytoskeleton proteins,-5.5735,-3.166337061970299
4235,TRPV4,ENSG00000111199.10,hsa:59341,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-0.6643,1.0772816948416346
4236,TRPV4,ENSG00000111199.10,hsa:59341,4040,Genes and Proteins,Protein families: signaling and cellular processes,Ion channels,-0.6643,1.0772816948416346
4237,IFT81,ENSG00000122970.15,hsa:28981,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.5766,3.0249930223671533
4238,IFT81,ENSG00000122970.15,hsa:28981,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,3.5766,3.0249930223671533
4239,RAD9B,ENSG00000151164.18,hsa:144715,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-1.3548,-1.2521730862005418
4240,RAD9B,ENSG00000151164.18,hsa:144715,3400,Genes and Proteins,Protein families: genetic information processing,DNA repair and recombination proteins,-1.3548,-1.2521730862005418
4241,TCTN1,ENSG00000204852.15,hsa:79600,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.6215,5.130113970021068
4242,TCTN1,ENSG00000204852.15,hsa:79600,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,5.6215,5.130113970021068
4243,HVCN1,ENSG00000122986.13,hsa:84329,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.9712,2.1887960676973455
4244,HVCN1,ENSG00000122986.13,hsa:84329,4040,Genes and Proteins,Protein families: signaling and cellular processes,Ion channels,1.9712,2.1887960676973455
4245,MYL2,ENSG00000111245.14,hsa:4633,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-4.6082,-5.822731817234431
4246,MYL2,ENSG00000111245.14,hsa:4633,4812,Genes and Proteins,Protein families: signaling and cellular processes,Cytoskeleton proteins,-4.6082,-5.822731817234431
4247,CUX2,ENSG00000111249.13,hsa:23316,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-5.5735,-4.056179310335501
4248,CUX2,ENSG00000111249.13,hsa:23316,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,-5.5735,-4.056179310335501
4249,SH2B3,ENSG00000111252.10,hsa:10019,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.9071,3.051863249573714
4250,ALDH2,ENSG00000111275.12,hsa:217,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.9147,6.043532799400851
4251,ALDH2,ENSG00000111275.12,hsa:217,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.9147,6.043532799400851
4252,RPH3A,ENSG00000089169.14,hsa:22895,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-6.5064,-4.779525559217172
4253,RPH3A,ENSG00000089169.14,hsa:22895,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,-6.5064,-4.779525559217172
4254,OAS1,ENSG00000089127.12,hsa:4938,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.4823,5.207331453880096
4255,OAS1,ENSG00000089127.12,hsa:4938,1000,Genes and Proteins,Protein families: metabolism,Enzymes,4.4823,5.207331453880096
4256,OAS3,ENSG00000111331.12,hsa:4940,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.2788,4.2642770642644345
4257,OAS3,ENSG00000111331.12,hsa:4940,1000,Genes and Proteins,Protein families: metabolism,Enzymes,4.2788,4.2642770642644345
4258,OAS2,ENSG00000111335.12,hsa:4939,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.7594,4.596423925340749
4259,OAS2,ENSG00000111335.12,hsa:4939,1000,Genes and Proteins,Protein families: metabolism,Enzymes,2.7594,4.596423925340749
4260,DTX1,ENSG00000135144.7,hsa:1840,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.7292,1.3412379918670971
4261,DTX1,ENSG00000135144.7,hsa:1840,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,2.7292,1.3412379918670971
4262,DTX1,ENSG00000135144.7,hsa:1840,1000,Genes and Proteins,Protein families: metabolism,Enzymes,2.7292,1.3412379918670971
4263,RASAL1,ENSG00000111344.11,hsa:8437,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-1.9942,-0.06015352989669844
4264,TPCN1,ENSG00000186815.12,hsa:53373,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.6697,4.0862895716314585
4265,TPCN1,ENSG00000186815.12,hsa:53373,4040,Genes and Proteins,Protein families: signaling and cellular processes,Ion channels,4.6697,4.0862895716314585
4266,SDS,ENSG00000135094.10,hsa:10993,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.5312,2.7045956320479325
4267,SDS,ENSG00000135094.10,hsa:10993,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.5312,2.7045956320479325
4268,SDSL,ENSG00000139410.14,hsa:113675,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.1441,3.7741947585673157
4269,SDSL,ENSG00000139410.14,hsa:113675,1000,Genes and Proteins,Protein families: metabolism,Enzymes,4.1441,3.7741947585673157
4270,LHX5,ENSG00000089116.3,hsa:64211,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.9658,-8.169298286880949
4271,LHX5,ENSG00000089116.3,hsa:64211,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,-9.9658,-8.169298286880949
4272,TBX5,ENSG00000089225.19,hsa:6910,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.0014,-0.0247499936788495
4273,TBX5,ENSG00000089225.19,hsa:6910,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,0.0014,-0.0247499936788495
4274,TBX3,ENSG00000135111.14,hsa:6926,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),6.6133,4.53256763812646
4275,TBX3,ENSG00000135111.14,hsa:6926,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,6.6133,4.53256763812646
4276,MED13L,ENSG00000123066.7,hsa:23389,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.218,4.118425104772744
4277,MED13L,ENSG00000123066.7,hsa:23389,3021,Genes and Proteins,Protein families: genetic information processing,Transcription machinery,5.218,4.118425104772744
4278,HRK,ENSG00000135116.9,hsa:8739,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-4.6082,-3.127408995501929
4279,TESC,ENSG00000088992.17,hsa:54997,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.1577,1.2494161716505134
4280,TESC,ENSG00000088992.17,hsa:54997,1009,Genes and Proteins,Protein families: metabolism,Protein phosphatases and associated proteins,1.1577,1.2494161716505134
4281,NOS1,ENSG00000089250.18,hsa:4842,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-3.816,-6.971077523580967
4282,NOS1,ENSG00000089250.18,hsa:4842,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-3.816,-6.971077523580967
4283,KSR2,ENSG00000171435.13,hsa:283455,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-0.6873,-2.7959864237743477
4284,KSR2,ENSG00000171435.13,hsa:283455,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-0.6873,-2.7959864237743477
4285,KSR2,ENSG00000171435.13,hsa:283455,1001,Genes and Proteins,Protein families: metabolism,Protein kinases,-0.6873,-2.7959864237743477
4286,TAOK3,ENSG00000135090.13,hsa:51347,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.0376,4.041429859563183
4287,TAOK3,ENSG00000135090.13,hsa:51347,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.0376,4.041429859563183
4288,TAOK3,ENSG00000135090.13,hsa:51347,1001,Genes and Proteins,Protein families: metabolism,Protein kinases,3.0376,4.041429859563183
4289,HSPB8,ENSG00000152137.6,hsa:26353,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.7447,3.85380248348393
4290,HSPB8,ENSG00000152137.6,hsa:26353,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,5.7447,3.85380248348393
4291,HSPB8,ENSG00000152137.6,hsa:26353,3110,Genes and Proteins,Protein families: genetic information processing,Chaperones and folding catalysts,5.7447,3.85380248348393
4292,HSPB8,ENSG00000152137.6,hsa:26353,1001,Genes and Proteins,Protein families: metabolism,Protein kinases,5.7447,3.85380248348393
4293,CIT,ENSG00000122966.13,hsa:11113,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.6395,1.8737427040895778
4294,CIT,ENSG00000122966.13,hsa:11113,1000,Genes and Proteins,Protein families: metabolism,Enzymes,2.6395,1.8737427040895778
4295,CIT,ENSG00000122966.13,hsa:11113,1001,Genes and Proteins,Protein families: metabolism,Protein kinases,2.6395,1.8737427040895778
4296,SIRT4,ENSG00000089163.4,hsa:23409,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.1776,0.44965411208077466
